1	100002
2	100033
3	100046
4	100054
5	100071
6	100164
7	100174
8	100179
9	100188
10	100196
11	100213
12	100222
13	100344
14	100370
15	100474
16	100596
17	100597
18	100598
19	100599
20	100600
21	100603
22	100615
23	100616
24	100617
25	100648
26	100671
27	100681
28	100682
29	100683
30	100684
31	100685
32	100687
33	100688
34	100689
35	100690
36	100691
37	100693
38	100694
39	100695
40	100696
41	100697
42	100698
43	100699
44	100700
45	100701
46	100703
47	100705
48	100706
49	100707
50	100708
51	100709
52	100710
53	100711
54	100712
55	100713
56	100714
57	100715
58	100716
59	100717
60	100718
61	100719
62	100720
63	100722
64	100723
65	100724
66	100725
67	100726
68	100727
69	100728
70	100729
71	100730
72	100731
73	100732
74	100733
75	100734
76	100735
77	100737
78	100738
79	100740
80	100741
81	100742
82	100743
83	100744
84	100745
85	100746
86	100747
87	100748
88	100749
89	100750
90	100751
91	100752
92	100753
93	100754
94	100756
95	100757
96	100758
97	100760
98	100761
99	100762
100	100763
101	100765
102	100766
103	100767
104	100768
105	100769
106	100770
107	100771
108	100772
109	100773
110	100774
111	100775
112	100836
113	100838
114	100841
115	100843
116	100845
117	100847
118	100849
119	100851
120	100853
121	100856
122	100858
123	100860
124	100862
125	100864
126	100866
127	100868
128	100870
129	100872
130	100874
131	100876
132	100878
133	100880
134	100882
135	100884
136	100886
137	100889
138	100891
139	100893
140	100895
141	100897
142	100899
143	100901
144	100903
145	100905
146	100907
147	101310
148	101313
149	101316
150	101322
151	101325
152	101329
153	101331
154	101334
155	101337
156	101341
157	101344
158	101345
159	101349
160	101353
161	101357
162	101358
163	101359
164	101360
165	101361
166	101362
167	101363
168	101364
169	101385
170	101390
171	101395
172	101396
173	101399
174	104347
175	107373
176	107979
177	111024
178	114723
179	115493
180	115502
181	115517
182	115519
183	115520
184	115521
185	115526
186	115529
187	115530
188	115534
189	115535
190	115536
191	115537
192	115538
193	115539
194	115557
195	115558
196	115560
197	115565
198	115567
199	115570
200	115579
201	115582
202	115586
203	115588
204	115589
205	115599
206	115601
207	115602
208	115603
209	115604
210	115605
211	115606
212	115607
213	115608
214	115609
215	115610
216	115611
217	115612
218	115613
219	115614
220	115615
221	115616
222	115617
223	115618
224	115619
225	115620
226	115621
227	115622
228	115623
229	115624
230	115625
231	115626
232	115627
233	115628
234	115629
235	115630
236	115631
237	115632
238	115633
239	115634
240	115635
241	115636
242	115637
243	115638
244	115639
245	115640
246	115641
247	115642
248	115643
249	115644
250	115645
251	115646
252	115647
253	115648
254	115649
255	115650
256	115651
257	115652
258	115653
259	115654
260	115655
261	115656
262	115657
263	115658
264	115659
265	115660
266	115661
267	115662
268	115663
269	115664
270	115665
271	115666
272	115667
273	115668
274	115669
275	115670
276	115671
277	115672
278	115673
279	115674
280	115675
281	115676
282	115677
283	115678
284	115679
285	115680
286	115681
287	115682
288	115683
289	115684
290	115685
291	115686
292	115687
293	115688
294	115689
295	115690
296	115691
297	115692
298	115693
299	115694
300	115695
301	115696
302	115697
303	115698
304	115699
305	115700
306	115701
307	115703
308	115704
309	115705
310	115706
311	115707
312	115708
313	115709
314	115710
315	115711
316	115712
317	115713
318	115714
319	115715
320	115716
321	115717
322	115718
323	115719
324	115720
325	115721
326	115722
327	115723
328	115724
329	115725
330	115726
331	115727
332	115728
333	115729
334	115730
335	115731
336	115732
337	115733
338	115734
339	115735
340	115736
341	115737
342	115738
343	115739
344	115740
345	115741
346	115742
347	115743
348	115744
349	115745
350	115746
351	115747
352	115748
353	115749
354	115750
355	115751
356	115752
357	115753
358	115754
359	115755
360	115756
361	115757
362	115758
363	115759
364	115760
365	115761
366	115762
367	115763
368	115764
369	115765
370	115766
371	115767
372	115768
373	115769
374	115770
375	115771
376	115772
377	115773
378	115774
379	115775
380	115776
381	115777
382	115778
383	115779
384	115780
385	115781
386	115782
387	115783
388	115784
389	115785
390	115787
391	115788
392	115789
393	115790
394	115791
395	115792
396	115793
397	115794
398	115795
399	115796
400	115797
401	115798
402	115799
403	115800
404	115801
405	115820
406	115821
407	115822
408	115823
409	115825
410	115828
411	115832
412	115836
413	115839
414	115840
415	115842
416	115843
417	115846
418	115848
419	115849
420	115850
421	115852
422	115854
423	115857
424	115862
425	115866
426	115869
427	115870
428	115872
429	115874
430	115876
431	115878
432	115880
433	115882
434	115886
435	115888
436	115890
437	115894
438	115895
439	115896
440	115897
441	115900
442	115901
443	115902
444	115903
445	115904
446	115905
447	115906
448	115907
449	115908
450	115909
451	115910
452	115911
453	115912
454	115913
455	115914
456	115915
457	115916
458	115917
459	115918
460	115919
461	115920
462	115921
463	115922
464	115923
465	115924
466	115925
467	115926
468	115927
469	115928
470	115929
471	115930
472	115931
473	115932
474	115933
475	115934
476	115935
477	115936
478	115937
479	115938
480	115939
481	115940
482	115941
483	115942
484	115943
485	115944
486	115945
487	115946
488	115947
489	115948
490	115949
491	115950
492	115951
493	115952
494	115953
495	115954
496	115955
497	115956
498	115957
499	115958
500	115959
501	115960
502	115961
503	115962
504	115963
505	115964
506	115965
507	115966
508	115967
509	115968
510	115969
511	115970
512	115971
513	115972
514	115973
515	115974
516	115975
517	115976
518	115977
519	115978
520	115979
521	115980
522	115981
523	115982
524	115983
525	115984
526	115985
527	115986
528	115987
529	115988
530	115989
531	115990
532	115991
533	115992
534	115993
535	115994
536	115995
537	115996
538	115997
539	115998
540	115999
541	116073
542	116375
543	116380
544	116381
545	116382
546	116384
547	116673
548	116762
549	116767
550	117306
551	117331
552	117753
553	120554
554	152644
555	177529
556	182588
557	185000
558	188926
559	198629
560	198687
561	198703
562	198704
563	198709
564	198719
565	198729
566	198737
567	198738
568	198746
569	198755
570	198757
571	198764
572	198768
573	198779
574	198784
575	198788
576	198790
577	198793
578	198908
579	198915
580	198918
581	198930
582	198934
583	198937
584	198941
585	198957
586	198960
587	198963
588	198975
589	198976
590	198979
591	198982
592	198987
593	198997
594	198999
595	199011
596	199020
597	199034
598	199039
599	199042
600	199046
601	199053
602	199057
603	199063
604	199080
605	199082
606	199085
607	199088
608	199092
609	199102
610	199103
611	199110
612	199119
613	199125
614	199129
615	199134
616	199140
617	199143
618	199147
619	199158
620	199179
621	199191
622	199194
623	199197
624	199240
625	199253
626	199255
627	199261
628	199402
629	199408
630	199413
631	199418
632	199429
633	199430
634	199444
635	199446
636	199452
637	199462
638	199469
639	199475
640	199480
641	199485
642	199492
643	199500
644	202302
645	207161
646	211251
647	211324
648	211382
649	219675
650	222866
651	227521
652	227522
653	227553
654	228011
655	228028
656	228036
657	228040
658	228052
659	228078
660	228084
661	228109
662	228118
663	228140
664	228142
665	228170
666	228183
667	228194
668	228213
669	228216
670	228231
671	228256
672	228270
673	228283
674	228300
675	228304
676	228328
677	228335
678	228366
679	228382
680	228398
681	228411
682	228432
683	228437
684	228442
685	228462
686	228490
687	228501
688	228509
689	228530
690	228543
691	228557
692	228572
693	228582
694	228603
695	228619
696	228628
697	228645
698	228665
699	228684
700	228705
701	228715
702	228719
703	228738
704	228749
705	228764
706	228774
707	228790
708	228809
709	228825
710	228840
711	228864
712	228869
713	228887
714	228899
715	228918
716	228929
717	228943
718	228964
719	228987
720	228994
721	229000
722	229001
723	229025
724	229033
725	229041
726	229056
727	229074
728	229079
729	229087
730	229104
731	229110
732	229133
733	229152
734	229161
735	229170
736	229189
737	229226
738	229238
739	229246
740	229248
741	229252
742	229255
743	229276
744	229291
745	229298
746	229323
747	229338
748	229345
749	229356
750	229371
751	229379
752	229387
753	229398
754	229402
755	229416
756	229423
757	229432
758	229440
759	229448
760	229460
761	229471
762	229481
763	229492
764	229501
765	229521
766	229525
767	229535
768	229560
769	229568
770	229575
771	229584
772	229588
773	229597
774	229606
775	229609
776	229618
777	229623
778	229631
779	229651
780	229661
781	229665
782	229682
783	229703
784	229715
785	229731
786	229744
787	229754
788	229760
789	229766
790	229777
791	229798
792	229805
793	229811
794	229812
795	229847
796	229851
797	229859
798	229861
799	229876
800	229888
801	229898
802	229903
803	229917
804	229918
805	229928
806	229943
807	229959
808	229966
809	229977
810	229987
811	229993
812	230008
813	230013
814	230030
815	230035
816	230043
817	230053
818	230066
819	230075
820	230095
821	230115
822	230130
823	230131
824	230137
825	230155
826	230160
827	230164
828	230188
829	230201
830	230207
831	230217
832	230228
833	230239
834	230264
835	230271
836	230285
837	230304
838	230306
839	230312
840	230320
841	230333
842	230356
843	230376
844	230395
845	230398
846	230413
847	230422
848	230439
849	230447
850	230457
851	230486
852	230488
853	230498
854	230511
855	230517
856	230531
857	230541
858	230550
859	230558
860	230573
861	230583
862	230599
863	230611
864	230617
865	230632
866	230640
867	230657
868	230671
869	230684
870	230694
871	230702
872	230704
873	230714
874	230721
875	230726
876	230741
877	230759
878	230765
879	230776
880	230824
881	230833
882	230844
883	230865
884	230875
885	230887
886	230889
887	230900
888	230909
889	230924
890	230936
891	230949
892	230953
893	230963
894	230965
895	230973
896	230984
897	230994
898	230999
899	231007
900	231017
901	231021
902	231048
903	231054
904	231058
905	231067
906	231078
907	231088
908	231101
909	231130
910	231150
911	231178
912	231184
913	231195
914	231201
915	231216
916	231224
917	231236
918	231257
919	231265
920	231275
921	231286
922	231287
923	231300
924	231304
925	231306
926	231328
927	231343
928	231350
929	231356
930	231366
931	231381
932	231395
933	231400
934	231407
935	231413
936	231428
937	231443
938	231466
939	231477
940	231496
941	231511
942	231527
943	231541
944	231560
945	231574
946	231576
947	231577
948	231586
949	231599
950	231608
951	231612
952	231629
953	231642
954	231654
955	231668
956	231684
957	231696
958	231707
959	231724
960	231725
961	231727
962	231766
963	231775
964	231780
965	231798
966	231807
967	231808
968	231823
969	231830
970	231854
971	231868
972	231883
973	231898
974	231904
975	231906
976	231920
977	231933
978	231953
979	231959
980	231972
981	231983
982	231993
983	232007
984	232014
985	232034
986	232035
987	232058
988	232060
989	232075
990	232092
991	232095
992	232102
993	232111
994	232117
995	232120
996	232126
997	232146
998	232150
999	232163
1000	232164
1001	232176
1002	232186
1003	232207
1004	232212
1005	232215
1006	232230
1007	232233
1008	232258
1009	232266
1010	232288
1011	232289
1012	232307
1013	232313
1014	232329
1015	232350
1016	232353
1017	232375
1018	232377
1019	232385
1020	232398
1021	232403
1022	232425
1023	232443
1024	232448
1025	232455
1026	232463
1027	232472
1028	232484
1029	232496
1030	232503
1031	232507
1032	232514
1033	232518
1034	232537
1035	232541
1036	232558
1037	232564
1038	232595
1039	232605
1040	232610
1041	232641
1042	232645
1043	232661
1044	232673
1045	232678
1046	232688
1047	232694
1048	232707
1049	232726
1050	232734
1051	232744
1052	232758
1053	232763
1054	232776
1055	232786
1056	232797
1057	232812
1058	232822
1059	232836
1060	232837
1061	232850
1062	232860
1063	232881
1064	232884
1065	232890
1066	232907
1067	232917
1068	232924
1069	232937
1070	232944
1071	232959
1072	232971
1073	232976
1074	232986
1075	232998
1076	233105
1077	233130
1078	233137
1079	233161
1080	233170
1081	233181
1082	233193
1083	271829
